"recid","delta","age","hsged","yearearn","white","children","jtpa","treatment","single","male","days"
306853,1,48,0,0,1,0,0,0,0,0,319
306862,1,20,1,0,0,0,0,1,1,0,80
306863,1,19,1,2100,1,1,1,1,1,0,41
306869,0,23,0,0,0,0,0,0,1,0,607
306870,0,31,0,0,0,1,0,1,1,0,810
306872,0,19,0,8000,1,0,0,0,1,1,544
306881,1,20,1,7000,1,0,1,1,1,0,238
306882,1,23,1,6500,1,1,0,0,0,0,3
306886,1,20,0,335,0,0,0,1,1,1,353
306888,1,26,1,7072,1,1,1,1,1,0,40
306892,1,36,0,6200,1,0,0,1,1,0,27
306895,1,19,1,400,1,1,0,1,0,1,23
306897,0,27,1,0,1,1,1,1,0,0,588
306898,1,49,0,4500,0,1,0,0,0,1,34
306900,1,22,0,2500,1,1,0,0,0,0,52
306907,1,28,1,860,0,0,0,0,1,1,114
306910,1,30,1,1900,0,1,0,0,0,0,198
306912,1,17,0,0,0,0,1,1,1,1,64
306914,1,23,0,0,1,0,1,0,1,1,811
306917,1,38,0,0,0,0,0,1,0,0,535
306919,1,25,0,300,0,1,1,1,1,0,47
306921,1,28,0,0,1,1,0,0,0,1,376
306922,1,44,1,3720,0,0,1,1,1,1,81
306924,1,35,1,0,1,0,1,1,1,1,136
306930,1,61,1,0,1,0,1,1,0,0,613
306932,1,29,0,85,0,1,1,1,0,0,303
306933,1,20,1,0,0,0,0,0,1,1,801
306938,0,53,0,0,0,1,0,1,0,0,439
306945,1,18,0,0,1,1,0,0,1,0,220
306946,0,19,1,2900,0,0,1,1,1,0,866
306947,1,24,0,4000,0,0,0,0,1,0,236
306949,1,29,0,0,0,0,1,1,0,1,277
306952,1,21,1,0,1,1,1,1,1,0,234
306953,1,41,0,1300,1,1,1,1,0,1,92
306955,1,40,1,2309,0,1,0,0,0,1,27
306958,1,29,0,0,1,0,1,1,0,1,98
306960,0,56,0,0,0,0,0,0,1,1,1159
306961,1,18,1,0,0,0,0,0,1,1,280
306963,1,23,0,8500,1,1,1,1,0,1,242
306970,1,30,0,1042,1,1,0,0,0,0,324
306971,1,25,1,2700,1,1,0,0,0,0,5
306974,1,52,1,7000,1,0,1,1,0,1,38
306979,1,33,0,2042,1,0,0,0,0,0,59
306980,0,29,0,300,0,1,0,1,1,0,792
306983,1,18,0,160,1,1,1,1,0,0,279
306985,1,27,0,6240,0,1,1,1,1,0,122
306987,1,17,0,0,0,0,0,1,1,1,255
306992,1,20,0,0,0,1,0,1,1,0,228
306997,1,27,1,0,0,1,1,1,1,0,256
306999,1,21,1,5000,1,0,1,1,1,1,439
307003,1,47,1,0,0,1,0,1,0,0,334
307006,1,31,0,14000,1,0,0,0,1,1,17
307009,1,32,1,0,0,1,0,0,0,0,332
307011,1,24,1,0,0,1,0,1,0,0,426
307012,1,30,1,4600,1,1,1,1,1,0,32
307014,1,30,0,575,1,1,0,0,0,0,475
307020,1,29,0,4760,0,1,0,1,0,0,48
307025,1,34,0,370,0,1,1,1,0,1,41
307030,1,21,1,7738,1,0,1,1,1,0,192
307035,1,23,0,1500,0,1,0,1,1,0,271
307037,1,22,0,0,1,1,0,0,0,0,348
307038,1,38,1,0,1,1,1,0,0,1,389
307041,0,28,1,0,0,0,0,1,1,0,636
307042,1,19,0,0,0,0,1,1,1,1,465
307045,1,47,1,0,1,1,1,1,0,0,304
307048,0,18,0,0,0,1,0,1,1,0,1149
307052,1,39,1,2400,1,0,0,0,0,1,298
307053,1,27,1,0,0,1,1,1,1,0,547
307055,1,17,0,1400,1,0,0,0,1,0,476
307059,1,33,0,5770,0,1,0,1,0,0,538
307060,1,17,0,556,1,0,0,0,1,0,665
307061,1,21,1,0,1,1,0,1,0,1,20
307062,1,24,0,1400,1,0,0,0,0,1,89
307064,1,32,1,1300,1,1,0,0,0,0,125
307065,1,49,1,0,1,0,0,0,0,0,436
307066,1,47,1,1100,1,0,1,1,1,0,84
307067,1,39,1,3360,0,0,1,1,0,0,180
307068,1,26,0,0,0,1,0,0,0,0,66
307072,1,22,1,0,1,0,0,1,1,1,326
307078,0,30,1,4000,0,0,1,1,0,1,836
307081,1,28,0,16000,1,1,1,1,0,0,49
307085,1,21,1,4000,1,0,0,0,1,0,44
307087,1,22,1,0,0,0,1,1,1,1,50
307088,1,20,0,4100,1,0,1,1,1,1,62
307093,1,20,1,1299,1,0,1,1,1,0,167
307095,1,28,0,5398,0,0,0,1,1,1,579
307100,1,16,0,0,1,0,0,0,1,0,7
307101,1,40,1,3687,1,0,0,0,0,0,66
307103,1,17,0,0,0,0,0,1,1,1,179
307104,1,20,1,1200,1,0,1,1,1,1,136
307107,1,28,0,0,1,1,1,1,0,0,336
307108,1,26,0,0,0,0,0,0,0,1,136
307116,1,30,0,16000,0,1,0,1,1,1,39
307117,0,19,1,0,0,1,1,1,1,0,1263
307120,1,31,0,0,1,1,0,0,0,0,87
307122,0,49,1,2000,0,1,0,1,0,0,509
307126,1,19,0,800,0,0,0,1,1,1,453
307130,1,19,0,1700,0,0,0,1,1,1,122
307132,1,38,0,15000,1,0,1,1,0,1,124
307133,1,51,0,0,1,0,0,0,0,0,64
307137,1,20,1,12000,1,0,0,1,1,1,119
307139,1,18,0,1100,1,0,0,0,1,1,86
307143,1,20,0,2700,0,0,0,0,1,1,75
307145,1,37,1,0,0,0,1,1,0,1,51
307150,1,24,1,0,1,1,1,1,1,0,266
307151,1,22,1,2100,1,1,0,1,1,0,203
307152,1,32,0,8800,0,0,1,1,0,1,38
307157,1,22,1,1500,1,1,1,1,0,0,499
307160,0,25,1,2940,1,1,1,1,0,0,686
307161,1,19,1,100,0,0,1,1,1,0,805
307162,0,39,0,10000,1,0,0,1,0,1,673
307163,1,25,0,13984,0,1,1,1,0,1,165
307165,1,20,1,600,1,1,0,0,1,0,23
307168,1,19,1,804,0,0,0,0,1,0,118
307171,0,43,1,246,0,1,0,1,0,0,706
307172,1,37,1,6000,0,1,1,1,0,1,194
307176,1,18,1,400,1,0,0,1,1,1,25
307177,1,30,1,0,1,1,1,1,0,0,211
307178,1,16,0,0,1,0,0,1,1,1,318
307185,1,23,1,0,1,0,0,0,1,1,15
307186,1,18,0,960,1,0,1,1,1,1,40
307195,1,33,1,6000,1,0,0,1,0,1,185
307196,0,39,0,0,0,1,0,0,0,0,711
307199,1,26,0,0,1,1,1,1,0,0,394
307201,1,34,1,0,1,1,1,0,0,1,162
307202,0,37,0,0,0,1,0,0,0,1,438
307205,0,19,1,0,0,0,1,1,1,0,1132
307206,0,31,0,2520,0,1,0,1,1,0,616
307207,0,16,0,0,0,0,1,1,1,0,1145
307208,1,19,1,0,0,1,1,1,1,0,302
307209,0,37,1,1000,0,0,0,0,1,1,848
307211,1,25,1,1422,1,1,1,1,1,0,31
307216,0,32,0,6000,0,0,0,0,0,1,717
307224,1,43,0,3000,1,1,1,1,0,1,393
307226,1,19,0,1500,1,0,0,1,0,1,45
307227,1,23,1,162,0,0,1,1,1,1,119
307228,1,27,1,6084,1,1,1,1,0,0,12
307231,1,27,0,0,1,0,1,1,1,1,23
307232,1,25,1,1100,1,0,1,1,0,0,2
307233,1,41,0,1352,1,0,0,1,1,1,17
307235,1,17,0,0,0,1,0,1,1,0,895
307238,1,22,0,120,1,1,1,1,0,0,339
307241,1,33,0,3353,1,0,1,1,1,1,102
307242,1,41,0,0,1,1,1,1,0,0,244
307244,1,30,0,400,0,1,1,1,1,0,416
307245,1,26,0,7475,0,1,0,0,0,0,49
307246,0,28,1,0,0,1,0,1,1,0,423
307247,1,19,0,0,0,1,0,0,1,0,183
307248,1,33,1,4500,1,0,0,1,1,1,84
307251,1,27,1,0,0,1,0,0,1,0,85
307252,1,21,1,200,0,1,1,1,1,0,31
307257,1,20,0,0,0,1,0,1,1,0,344
307260,1,20,1,738,1,0,0,0,0,0,10
307263,0,26,0,0,0,1,0,0,0,0,749
307265,0,27,1,0,0,1,1,1,0,0,596
307266,1,37,1,0,1,1,0,1,0,1,33
307268,1,20,1,0,1,1,0,0,1,0,114
307270,0,22,0,4000,1,1,1,1,1,1,550
307271,1,24,1,15600,0,1,1,0,1,0,110
307272,1,26,0,680,1,1,0,1,0,0,184
307274,1,23,0,0,0,1,0,1,1,0,24
307281,1,20,1,790,0,0,0,0,1,0,772
307282,1,18,1,2680,1,0,1,0,1,0,41
307283,1,22,0,0,1,0,1,1,1,0,7
307284,1,24,1,0,0,1,1,1,0,0,46
307286,1,56,0,4400,1,0,1,1,0,0,47
307288,0,19,1,105,0,0,0,1,1,0,1193
307289,1,40,1,1470,1,1,1,1,0,0,142
307290,1,19,0,900,1,0,1,0,0,0,160
307294,1,16,0,200,1,0,1,1,1,1,94
307296,1,33,0,8000,1,1,1,1,0,1,161
307297,1,36,0,3740,1,0,1,0,0,0,21
307300,1,30,1,8000,1,0,1,1,0,1,16
307304,1,19,1,780,1,1,1,1,1,0,66
307305,0,25,0,0,0,0,0,0,1,1,440
307309,0,26,1,0,1,1,1,1,0,0,612
307315,1,53,0,2400,1,0,1,1,0,1,12
307325,1,21,1,10000,1,1,1,1,0,1,18
307330,1,18,1,0,0,0,1,0,1,1,744
307331,1,47,0,3500,1,1,0,0,0,0,232
307334,1,34,0,0,1,1,1,1,0,0,263
307336,1,19,1,0,0,0,0,1,1,0,169
307337,1,20,0,0,0,1,0,1,1,0,94
307341,1,36,1,7488,1,0,0,0,0,1,85
307342,1,24,1,0,0,0,0,0,1,1,214
307348,1,18,0,1800,1,0,0,0,1,1,173
307354,1,20,0,7500,0,0,0,1,1,0,124
307355,1,23,1,940,0,1,1,1,1,0,205
307357,1,29,0,215,0,1,1,1,0,0,93
307358,1,16,0,0,0,1,0,0,1,0,466
307359,1,53,1,0,1,1,1,1,0,0,82
307360,1,20,1,630,0,0,1,1,1,0,130
307361,1,41,1,2840,0,1,1,1,0,0,421
307363,1,18,0,0,1,1,1,1,1,0,272
307365,1,33,0,5100,1,1,0,1,0,0,56
307369,1,19,0,3000,1,0,1,1,0,0,109
307370,1,23,1,3200,1,0,0,0,1,1,346
307372,1,18,0,4000,0,0,0,1,1,1,831
307373,1,24,0,3000,0,0,0,0,1,1,524
307383,0,39,1,2500,1,1,1,1,0,0,596
307390,1,17,1,1728,0,1,0,1,1,0,293
307391,0,28,1,200,1,0,1,1,1,1,556
307394,1,53,0,7000,1,1,1,1,0,0,28
307395,1,29,0,2760,0,1,0,0,0,0,267
307396,1,49,0,0,0,1,1,1,0,1,149
307397,1,44,1,10500,1,1,0,1,0,0,53
307398,1,50,0,10000,0,1,0,0,0,0,61
307400,0,23,1,0,0,1,0,1,1,0,655
307407,1,34,0,700,1,1,0,0,0,1,374
307409,0,26,1,200,0,1,0,1,1,0,597
307419,0,42,0,0,1,1,1,1,0,0,622
307420,0,30,1,910,1,0,1,1,0,1,1278
307421,1,24,1,0,0,1,1,1,1,0,305
307423,1,20,1,1268,1,0,1,0,0,1,50
307424,1,17,0,1000,0,0,1,1,1,1,264
307426,0,22,1,0,0,0,0,1,1,1,726
307427,1,35,1,0,0,0,1,1,1,1,182
307429,1,23,0,0,0,1,1,1,1,0,276
307430,1,21,0,0,0,1,0,1,1,0,117
307431,1,19,1,0,0,0,0,1,1,0,247
307433,1,27,1,75,1,0,0,1,0,1,12
307434,1,21,0,0,0,1,0,0,1,0,298
307441,1,20,0,0,1,1,1,1,0,1,124
307443,1,40,1,7116,1,0,0,0,0,0,274
307446,1,16,0,0,0,0,1,1,1,0,110
307448,0,26,0,0,0,1,1,1,1,0,777
307449,1,45,1,8694,0,0,0,1,1,1,82
307450,1,35,1,1800,1,1,1,1,0,0,171
307453,1,20,1,1000,0,1,0,1,0,0,82
307456,1,24,1,0,0,1,0,0,0,0,550
307461,0,17,0,0,0,1,0,0,1,0,1161
307463,1,44,1,1302,1,1,0,0,0,0,113
307465,0,46,1,0,1,1,0,0,0,0,581
307468,0,16,0,1418,1,0,1,1,1,1,565
307469,0,30,0,0,1,1,0,0,1,0,550
307476,1,37,0,2047,0,0,1,0,0,1,67
307477,1,23,1,700,1,1,1,1,0,0,33
307479,1,19,1,5500,1,0,0,1,1,0,26
307481,1,59,1,14000,1,0,1,1,0,0,61
307482,1,26,0,200,1,0,1,1,1,1,176
307485,1,25,1,6000,0,1,1,1,0,1,98
307489,0,23,0,0,0,1,1,1,1,0,631
307493,1,18,0,900,1,0,0,0,1,1,354
307495,1,39,1,7000,0,1,0,0,0,0,274
307496,1,18,0,350,1,0,1,1,1,1,95
307497,0,23,0,9000,1,1,1,1,1,0,592
307498,1,32,0,3500,0,0,0,1,1,1,120
307499,1,21,1,5000,1,0,0,1,1,0,111
307500,1,36,1,1000,1,1,1,1,0,0,192
307504,1,25,1,1800,0,1,1,0,0,1,50
307506,1,25,1,600,1,1,0,0,0,0,52
307507,1,21,1,1000,1,0,0,0,1,0,164
307508,1,18,0,72,1,1,1,1,1,0,323
307515,0,38,0,0,1,0,0,0,0,0,589
307519,1,27,0,600,1,0,0,1,1,1,99
307520,1,27,1,10000,1,1,1,1,0,0,19
307527,1,20,0,5512,0,0,0,1,1,0,5
307529,0,24,0,8000,0,1,1,1,1,0,582
307530,1,22,1,4364,1,0,1,1,1,1,627
307536,0,38,1,0,1,0,0,0,0,0,788
307540,1,37,1,1193,1,1,1,1,0,0,254
307542,1,38,0,3204,0,1,1,1,0,0,73
307544,1,33,1,2560,1,1,1,1,0,0,207
307547,1,26,0,0,0,1,1,1,1,0,243
307548,1,32,1,5000,1,1,1,1,0,0,193
307549,1,24,1,3300,1,0,0,0,0,1,75
307550,1,23,0,1404,0,0,0,0,1,1,420
307552,1,22,1,3000,1,0,0,1,1,1,155
307554,1,16,0,0,0,0,1,1,1,0,20
307555,1,63,1,0,1,0,0,1,0,0,431
307557,1,22,0,7340,0,0,1,1,0,1,130
307563,1,20,1,810,1,0,1,1,1,1,31
307565,1,18,0,3700,1,0,1,1,1,1,622
307569,1,37,1,3200,1,0,0,1,0,1,69
307571,1,17,0,1070,0,0,1,1,1,0,6
307572,0,36,1,8000,1,1,0,0,0,0,583
307573,1,35,1,1700,1,0,0,0,0,0,11
307574,1,20,1,3000,1,1,0,0,0,0,47
307576,1,17,0,142,1,0,0,0,1,0,250
307577,1,36,1,16800,0,0,1,1,0,1,41
307578,1,17,0,600,1,0,1,0,1,1,383
307580,1,30,1,1800,0,0,1,1,1,1,211
307583,1,40,0,5620,1,1,0,1,0,1,13
307590,0,31,0,470,1,0,1,1,0,1,527
307596,1,21,0,80,1,0,0,0,0,0,626
307597,1,21,0,333,1,1,0,1,0,0,43
307600,1,19,0,1667,1,0,0,0,1,0,54
307602,1,22,0,1240,0,1,0,0,1,0,51
307605,0,17,0,0,0,1,0,0,1,0,1081
307607,1,18,0,0,0,0,0,1,1,0,37
307608,1,36,0,10000,1,1,1,1,0,1,64
307623,1,26,0,8000,1,1,0,0,0,0,216
307625,1,34,1,0,1,1,1,1,0,0,509
307626,1,38,0,3200,1,1,0,0,0,0,696
307632,1,24,1,6000,1,1,0,0,0,1,7
307637,1,35,1,6740,1,1,0,1,0,0,31
307638,1,17,0,0,1,0,1,1,1,1,317
307639,1,21,0,4800,1,0,1,0,1,1,461
307640,1,28,0,5200,1,0,1,1,1,1,64
307644,1,23,0,800,1,1,0,1,0,0,135
307647,1,36,1,2500,0,0,0,1,0,1,121
307650,1,44,0,6700,1,1,1,1,0,1,51
307653,1,32,1,1100,1,1,1,1,0,0,284
307656,1,17,0,1000,1,0,1,0,1,0,156
307659,1,21,0,600,1,1,0,0,0,0,242
307660,0,16,0,0,1,0,1,1,1,1,888
307662,1,26,1,13347,0,0,0,1,1,0,347
307665,1,62,0,0,0,0,1,1,0,1,332
307667,0,20,0,1871,1,0,1,1,1,0,916
307670,1,23,1,0,1,0,0,1,1,1,78
307673,0,32,1,0,0,1,1,1,1,0,550
307675,0,48,0,210,1,0,1,1,0,1,670
307676,1,36,0,0,1,0,0,0,1,1,44
307678,1,30,0,0,0,0,0,1,1,1,172
307680,1,27,0,5632,1,0,0,0,1,1,65
307681,1,55,1,0,1,0,1,1,0,1,537
307683,0,45,0,0,0,1,0,1,0,0,699
307684,1,22,0,0,1,1,1,1,1,0,250
307687,0,53,0,0,1,0,0,0,0,1,1103
307688,1,49,1,9000,0,0,1,1,0,0,43
307690,0,58,0,0,1,1,0,0,0,1,549
307691,0,20,0,0,1,1,0,0,0,0,962
307697,1,24,0,1500,1,1,0,1,1,0,589
307699,1,19,1,1675,0,0,0,0,1,0,91
307701,0,16,0,0,0,0,0,1,1,1,1004
307702,1,21,1,3500,0,0,1,0,1,1,14
307706,1,30,1,6000,0,0,0,0,1,0,12
307708,1,37,1,0,0,1,0,1,0,1,312
307713,1,17,0,0,0,1,0,1,1,0,383
307714,0,24,1,100,1,1,1,1,1,0,1026
307715,1,16,0,0,0,0,1,1,1,0,234
307719,1,22,1,200,0,1,1,1,0,1,46
307725,1,24,1,200,1,1,1,1,0,0,299
307733,1,16,0,0,1,0,1,1,1,1,357
307738,1,18,1,750,0,0,1,1,1,0,743
307740,1,17,0,780,0,1,0,1,0,0,412
307743,1,25,1,5000,1,0,1,1,1,0,212
307745,1,32,0,8000,1,0,0,1,0,1,72
307746,1,19,1,3000,1,1,0,0,0,0,156
307748,0,55,0,0,0,0,0,1,0,1,715
307750,0,17,0,0,0,0,0,0,1,0,597
307754,0,23,1,0,1,0,0,0,1,0,633
307756,0,38,0,1000,0,0,1,1,1,1,704
307758,1,31,1,352,1,1,0,0,0,0,260
307760,1,33,0,114,0,1,0,0,1,0,357
307761,1,23,0,597,0,1,0,0,1,0,324
307762,1,22,0,0,0,1,0,1,1,0,227
307765,1,27,0,130,1,0,0,0,0,0,205
307769,0,28,1,0,1,1,1,1,0,1,722
307771,1,25,1,5000,1,1,1,1,0,0,122
307772,1,31,1,0,1,1,1,1,1,0,10
307773,1,30,1,1685,1,1,1,1,0,0,190
307775,1,19,0,0,0,1,0,1,1,0,520
307781,1,34,0,3000,1,0,1,1,1,0,93
307782,1,18,0,0,0,0,1,0,1,0,589
307783,1,19,1,3000,0,1,0,1,1,0,40
307784,1,41,1,11740,0,1,0,0,0,1,310
307790,0,39,1,4000,1,0,1,1,0,0,826
307794,1,28,1,0,1,1,1,1,0,0,129
307795,1,27,1,0,1,1,1,0,1,0,145
307802,1,23,1,7000,1,1,0,1,0,0,208
307803,1,46,0,0,1,0,0,1,0,0,52
307809,1,28,1,4067,1,1,1,1,0,0,627
307810,1,39,1,9000,1,0,1,1,0,1,142
307813,1,33,0,200,1,1,1,0,0,0,164
307814,1,16,0,350,1,0,1,1,1,1,25
307817,1,28,1,1072,0,0,0,0,1,0,42
307821,1,24,0,700,1,1,1,1,0,0,171
307822,0,64,0,3200,0,0,1,1,0,1,474
307825,1,25,1,1814,1,0,1,1,1,0,346
307833,1,23,1,0,1,1,1,1,0,0,85
307836,1,25,0,7325,0,1,1,1,0,0,428
307840,1,18,1,1400,1,0,1,1,1,0,60
307841,1,32,0,5600,0,1,0,1,0,1,687
307844,0,30,1,0,0,1,0,0,0,0,580
307845,1,30,0,0,0,1,1,1,1,0,107
307847,0,58,0,2000,0,1,1,0,0,1,682
307848,1,21,1,12000,0,0,1,1,1,1,483
307850,0,55,1,20,1,1,0,0,0,0,663
307852,1,26,1,2178,1,1,1,1,1,0,157
307861,1,23,0,6000,0,0,1,1,1,0,47
307867,1,38,1,1500,0,1,1,1,0,0,347
307868,0,54,1,0,1,1,0,1,0,0,547
307871,1,29,0,12800,0,1,1,1,0,1,101
307877,1,35,1,0,1,1,0,0,1,0,367
307879,1,35,0,600,1,1,1,1,0,0,95
307885,1,21,0,7000,1,1,1,1,1,1,258
307887,1,34,0,2800,0,0,0,1,1,1,180
307889,1,31,1,4500,1,0,0,0,1,1,255
307890,1,16,0,900,1,0,0,1,1,1,292
307891,1,21,0,2975,1,1,0,0,0,0,431
307894,1,20,1,2400,0,0,1,1,1,0,113
307900,1,38,1,1356,1,1,0,0,0,0,21
307901,1,30,1,978,1,1,1,1,0,0,154
307906,1,28,1,900,0,0,0,0,1,1,412
307910,0,29,1,0,1,1,1,1,0,0,605
307914,1,24,0,0,0,0,1,1,1,0,192
307916,1,42,1,0,1,1,0,0,0,0,56
307925,1,19,0,1401,1,0,0,0,1,1,176
307926,0,36,0,0,1,1,0,0,0,0,991
307927,1,31,0,0,1,1,0,0,0,0,271
307930,0,38,0,1000,1,0,0,0,0,1,879
307939,0,18,0,0,0,0,0,1,1,1,590
307941,1,27,1,5000,1,1,1,1,1,1,164
307948,1,19,0,0,0,1,0,1,1,0,950
307953,1,30,0,0,1,0,0,0,0,1,559
307955,1,19,1,1440,0,0,1,0,1,1,32
307957,1,18,1,7000,1,0,0,1,1,0,78
307965,1,18,1,534,1,0,0,1,1,1,53
307967,1,21,0,2500,1,0,1,1,1,1,571
307969,1,28,1,3120,0,0,1,1,0,0,68
307970,1,17,0,500,0,0,0,1,1,1,229
307975,1,18,0,0,0,1,0,0,0,0,410
307976,1,26,0,0,1,1,0,0,0,0,482
307977,1,30,0,120,1,1,1,1,0,0,211
307978,0,39,0,0,0,1,1,1,0,0,607
307986,1,27,0,0,1,1,0,0,0,0,816
307989,1,19,0,3353,1,1,0,0,1,0,16
307994,1,21,1,0,0,1,1,1,1,0,154
307997,1,34,1,215,1,0,0,1,1,0,32
307998,1,39,0,0,0,1,1,1,0,0,115
308000,0,25,0,0,1,1,1,1,0,0,795
308001,1,25,1,5000,1,0,1,1,0,1,187
308003,1,18,0,2650,1,0,1,1,1,1,238
308008,1,23,1,500,1,0,1,1,1,1,88
308013,1,29,0,6176,0,0,1,0,1,0,126
308014,1,23,1,40,1,1,1,1,0,0,721
308017,1,43,0,492,1,1,0,0,0,0,117
308020,1,28,1,5000,1,1,1,1,0,1,21
308028,0,19,1,0,0,0,0,1,1,0,386
308032,0,40,1,2800,1,1,0,1,1,0,621
308035,1,34,0,13551,1,1,1,1,0,1,200
308038,1,22,1,2000,0,0,0,1,1,1,74
308040,1,17,0,0,1,0,1,1,1,1,755
308045,1,24,0,4000,0,0,1,1,1,1,21
308047,1,33,1,134,1,1,0,0,0,0,301
308054,1,32,1,0,0,1,0,0,1,0,449
308056,1,19,1,4000,1,0,0,0,1,1,26
308058,1,24,1,0,0,0,0,1,1,1,183
308063,1,21,1,500,0,0,1,1,1,0,153
308065,1,17,0,0,1,0,1,0,1,0,341
308066,1,16,0,200,1,1,1,1,0,0,23
308067,1,24,1,2000,1,1,1,1,0,0,327
308068,1,67,1,12000,1,0,1,1,0,0,150
308069,1,46,0,4120,1,0,1,1,0,0,577
308073,1,26,0,0,0,0,0,1,1,1,424
308079,1,35,1,450,1,1,0,1,0,0,342
308080,1,37,1,0,0,0,0,0,1,1,378
308081,1,35,0,5000,1,1,1,1,0,1,55
308082,1,27,1,4000,0,1,1,1,1,0,43
308084,1,22,0,2000,0,0,0,1,1,1,1
308090,1,28,0,6500,0,0,1,1,0,1,31
308091,1,22,1,5000,0,0,1,1,1,1,63
308094,1,18,0,0,1,1,0,1,1,0,112
308096,1,17,0,1100,0,0,1,1,1,1,76
308098,1,19,0,2456,1,1,1,1,1,0,236
308099,1,22,1,3276,0,0,0,1,1,0,21
308105,1,33,1,821,1,1,0,0,0,0,395
308109,1,20,1,520,1,1,1,1,1,0,92
308112,1,27,1,0,1,1,1,1,1,0,250
308114,1,25,0,1998,1,0,1,1,0,1,7
308119,1,33,1,4800,1,0,0,1,1,1,182
308120,1,20,0,0,0,0,0,0,1,1,451
308122,1,20,1,0,1,0,0,0,1,0,387
308131,1,19,0,175,0,0,1,1,1,1,34
308134,1,32,0,1725,1,1,0,1,0,1,20
308136,1,41,0,0,0,1,0,1,1,0,690
308137,1,39,0,0,0,1,0,0,0,0,524
308140,1,29,1,960,1,1,0,0,0,0,442
308141,1,38,1,1400,1,0,0,1,0,0,100
308142,1,17,0,0,1,0,1,1,1,0,56
308144,1,42,1,8000,1,1,1,1,0,1,309
308150,1,63,0,13000,1,0,1,1,0,1,331
308155,1,19,1,5500,0,0,0,1,1,1,324
308158,0,17,0,0,0,0,0,0,1,0,881
308162,1,25,1,259,1,1,0,0,1,0,90
308166,1,35,1,0,1,0,0,1,1,0,201
308167,1,18,0,100,0,0,0,1,1,0,154
308169,1,19,1,4400,1,1,0,0,0,1,49
308172,1,64,0,0,0,0,0,1,0,0,74
308175,1,62,0,3640,1,0,0,1,1,0,22
308176,1,56,1,1980,1,0,1,1,0,1,141
308179,0,35,0,0,0,1,1,0,1,0,774
308184,1,24,1,4730,1,0,0,1,1,0,1
308185,1,37,0,16000,1,1,0,0,0,1,174
308193,0,31,0,167,0,0,0,1,1,1,655
308197,0,27,1,0,0,1,0,0,1,0,611
308198,1,18,1,2700,1,0,1,1,1,0,59
308199,1,36,1,4685,1,1,0,0,0,0,127
308203,1,59,0,3451,1,0,1,1,0,1,479
308205,1,20,1,0,0,0,0,0,1,1,230
308206,1,33,1,15000,1,1,1,1,0,0,562
308208,1,18,0,1000,1,0,0,0,1,1,397
308209,1,28,1,400,1,1,0,0,1,0,514
308210,1,47,1,9527,1,1,1,0,0,1,221
308211,1,22,0,1200,0,0,0,0,0,0,59
308218,0,29,0,0,1,1,0,1,0,1,683
308219,1,34,0,410,1,0,1,1,0,0,17
308220,1,21,0,0,1,1,0,0,0,1,865
308221,1,18,0,0,1,0,0,1,0,1,390
308222,1,30,0,800,1,1,1,1,0,0,94
308225,1,27,1,5484,0,0,0,0,1,1,495
308226,1,28,0,0,0,1,1,1,1,0,83
308227,1,21,1,800,1,1,0,0,1,0,50
308230,1,30,1,4000,1,1,1,1,0,1,80
308232,0,42,1,0,1,1,0,1,0,0,894
308233,1,21,1,0,0,0,1,1,1,1,145
308234,1,16,0,0,1,0,0,0,1,0,309
308237,0,25,0,0,0,1,0,1,0,0,704
308245,0,25,0,125,1,1,0,0,0,0,614
308247,1,35,1,1000,0,1,0,0,1,0,178
308251,0,26,0,952,0,1,1,1,1,0,573
308252,1,17,0,0,0,0,1,1,1,1,172
308254,1,34,0,4560,1,0,1,1,0,0,198
308255,1,19,1,560,0,0,1,1,1,1,63
308256,1,31,0,0,0,1,1,0,0,0,254
308259,0,37,0,5000,0,1,1,1,0,1,635
308261,1,25,0,873,0,1,1,1,0,0,44
308262,0,17,0,0,0,0,0,0,1,1,685
308267,1,17,0,0,0,0,0,1,1,0,185
308269,0,33,1,0,1,1,0,1,0,1,583
308271,1,26,0,6500,1,0,1,1,1,0,581
308274,0,25,1,0,1,1,0,0,0,0,606
308280,1,24,1,999,0,1,1,1,1,0,35
308288,1,27,0,0,1,1,1,1,0,0,473
308289,1,20,0,8150,1,0,0,1,0,1,119
308293,1,20,0,8678,1,1,0,0,0,0,34
308295,1,23,1,500,1,1,1,1,0,0,358
308296,1,45,1,0,0,0,1,1,0,1,152
308299,1,33,1,0,0,0,0,0,1,0,647
308301,0,35,1,200,0,1,1,1,0,0,567
308302,1,31,0,4000,1,1,1,1,0,0,187
308309,1,22,0,3341,0,0,1,1,1,1,166
308312,0,41,0,2144,0,1,0,0,0,1,898
308314,0,40,1,2200,1,0,0,0,1,1,520
308315,1,33,1,9600,1,0,1,1,0,1,26
308317,1,47,0,1318,0,1,1,1,0,0,149
308318,0,37,1,0,0,0,0,0,1,1,436
308321,1,35,1,6456,1,0,1,1,0,0,119
308323,0,28,0,7200,0,1,1,1,0,1,615
308325,0,28,0,0,1,1,1,1,0,0,554
308330,1,24,0,0,1,1,0,0,0,0,270
308332,1,20,0,1500,1,0,1,1,1,0,10
308334,0,27,0,6000,0,0,0,0,1,0,579
308336,1,20,1,11000,1,0,1,1,0,0,357
308337,0,24,1,5000,1,1,0,0,0,1,759
308338,1,18,0,0,0,1,1,1,1,1,162
